year,month,day_of_month,day_of_week,total_trains_on_route,total_schedules_by_day,avg_stops_per_train,cancelled_trains_by_day,cancelled_stops_by_day,delay_count_by_day,delay_rate,delay_count_arrivals,delay_count_departures,max_delay_minutes,avg_delay_minutes,median_delay_minutes,delays_5_15min,delays_15_30min,delays_30_60min,delays_over_60min,first_stop_delay_count,delay_propagation_ratio,delay_count_by_train_type,top_10_common_delays,rolling_delay_rate_7d
2018,3,22,4,251,17634,70.25,3,40,6867,0.3894,3445,3422,102,14.05,10.0,4733,1613,361,160,34,0.0251,"{""IC"": 4729, ""S"": 1261, ""PVV"": 82, ""PYO"": 96, ""HDM"": 104, ""AE"": 403, ""MV"": 192}","[5, 6, 7, 8, 9, 10, 11, 12, 15, 14]",0.3185
2018,3,23,5,259,18416,71.1,17,340,5933,0.3222,2960,2973,65,12.11,8.0,4698,751,454,30,30,0.0265,"{""IC"": 3998, ""S"": 1151, ""PVV"": 13, ""PYO"": 239, ""HSM"": 5, ""HDM"": 137, ""AE"": 319, ""MV"": 71}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.3113
2018,3,24,6,192,14664,76.38,13,236,4547,0.3101,2289,2258,115,15.16,9.0,3218,861,289,179,22,0.0217,"{""IC"": 2972, ""PVV"": 46, ""S"": 447, ""PYO"": 674, ""HSM"": 56, ""HDM"": 98, ""AE"": 250, ""MV"": 4}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.3278
2018,3,25,7,203,14954,73.67,12,252,4430,0.2962,2209,2221,99,12.62,9.0,3355,785,209,81,33,0.0328,"{""IC"": 3368, ""S"": 546, ""PVV"": 6, ""PYO"": 169, ""HSM"": 21, ""HDM"": 174, ""AE"": 106, ""MV"": 40}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 14]",0.3282
2018,3,26,1,252,17702,70.25,18,352,4414,0.2494,2207,2207,87,11.7,8.0,3515,626,218,55,24,0.0306,"{""IC"": 2852, ""S"": 750, ""PVV"": 4, ""PYO"": 192, ""HSM"": 33, ""HDM"": 141, ""AE"": 364, ""MV"": 78}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 13]",0.3307
2018,3,27,2,248,17606,70.99,16,306,3494,0.1985,1754,1740,81,10.56,8.0,2975,379,92,48,18,0.0423,"{""IC"": 2410, ""S"": 383, ""PVV"": 3, ""PYO"": 161, ""HSM"": 24, ""HDM"": 114, ""AE"": 391, ""MV"": 8}","[5, 6, 7, 8, 9, 10, 11, 12, 16, 13]",0.3043
2018,3,28,3,259,18420,71.12,20,506,4456,0.2419,2222,2234,66,12.43,10.0,3163,1073,219,1,22,0.0353,"{""IC"": 2941, ""S"": 505, ""PVV"": 89, ""PYO"": 241, ""HSM"": 41, ""HDM"": 88, ""AE"": 480, ""MV"": 71}","[5, 6, 7, 8, 11, 9, 10, 12, 13, 16]",0.2868
2018,3,29,4,260,18618,71.61,7,232,5188,0.2787,2587,2601,113,13.45,10.0,3693,1196,227,72,35,0.0283,"{""IC"": 3469, ""S"": 578, ""PVV"": 12, ""PYO"": 344, ""HSM"": 60, ""HDM"": 127, ""AE"": 453, ""MV"": 145}","[5, 7, 6, 8, 9, 10, 11, 12, 15, 16]",0.271
2018,3,30,5,213,16432,77.15,0,0,3144,0.1913,1559,1585,56,10.23,8.0,2644,414,86,0,23,0.0458,"{""IC"": 2152, ""S"": 569, ""PVV"": 107, ""PYO"": 87, ""HDM"": 89, ""AE"": 116, ""MV"": 24}","[5, 6, 7, 8, 9, 10, 11, 14, 15, 12]",0.2523
2018,3,31,6,196,14950,76.28,0,0,2396,0.1603,1198,1198,72,12.29,9.0,1813,442,128,13,17,0.0476,"{""IC"": 1444, ""S"": 98, ""PVV"": 86, ""PYO"": 102, ""HSM"": 18, ""HDM"": 52, ""AE"": 344, ""MV"": 252}","[5, 6, 7, 9, 8, 10, 13, 12, 14, 11]",0.2309
2018,4,1,7,174,12996,74.69,1,20,2071,0.1594,1032,1039,151,20.83,9.0,1545,263,91,172,17,0.0337,"{""IC"": 1243, ""S"": 202, ""PYO"": 256, ""HSM"": 69, ""HDM"": 85, ""AE"": 206, ""MV"": 10}","[5, 6, 7, 9, 8, 10, 12, 11, 13, 14]",0.2114
2018,4,2,1,206,15506,75.27,0,2,6648,0.4287,3319,3329,75,13.43,10.0,4699,1536,308,105,46,0.0238,"{""IC"": 4422, ""S"": 1114, ""PVV"": 67, ""PYO"": 440, ""HSM"": 33, ""HDM"": 165, ""AE"": 397, ""MV"": 10}","[5, 7, 6, 9, 8, 10, 11, 12, 13, 14]",0.237
2018,4,3,2,252,17546,69.63,7,122,4266,0.2431,2141,2125,157,15.2,9.0,3098,724,313,131,20,0.0313,"{""IC"": 2971, ""S"": 667, ""PVV"": 64, ""PYO"": 155, ""HSM"": 47, ""HDM"": 90, ""AE"": 258, ""MV"": 14}","[5, 6, 7, 8, 9, 11, 10, 12, 14, 13]",0.2433
2018,4,4,3,252,17646,70.02,17,300,4189,0.2374,2097,2092,145,16.55,9.0,2979,595,338,277,28,0.0262,"{""IC"": 2804, ""S"": 553, ""PVV"": 32, ""PYO"": 201, ""HSM"": 49, ""HDM"": 52, ""AE"": 429, ""MV"": 69}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 14]",0.2427
2018,4,5,4,259,17872,69.0,9,146,3309,0.1851,1652,1657,61,12.73,9.0,2445,589,267,8,21,0.0396,"{""IC"": 2127, ""S"": 500, ""PVV"": 6, ""PYO"": 50, ""HSM"": 108, ""HDM"": 59, ""AE"": 339, ""MV"": 120}","[5, 7, 8, 6, 9, 11, 10, 12, 13, 14]",0.2293
2018,4,6,5,255,18474,72.45,2,28,4705,0.2547,2351,2354,95,15.03,10.0,3532,534,497,142,37,0.0303,"{""IC"": 2327, ""S"": 1316, ""PVV"": 59, ""PYO"": 318, ""HSM"": 111, ""HDM"": 201, ""AE"": 283, ""MV"": 90}","[5, 6, 7, 9, 8, 11, 10, 12, 13, 14]",0.2384
2018,4,7,6,195,14816,75.98,0,76,2497,0.1685,1251,1246,164,20.17,9.0,1783,236,330,148,12,0.0406,"{""IC"": 1637, ""S"": 387, ""PVV"": 16, ""PYO"": 129, ""HSM"": 31, ""HDM"": 76, ""AE"": 137, ""MV"": 84}","[5, 6, 7, 8, 9, 13, 12, 10, 17, 44]",0.2396
2018,4,8,7,207,15124,73.06,2,186,4552,0.301,2271,2281,96,23.57,12.0,2506,752,736,558,23,0.0218,"{""IC"": 2995, ""S"": 867, ""PVV"": 43, ""PYO"": 155, ""HSM"": 5, ""HDM"": 43, ""AE"": 284, ""IC2"": 66, ""MV"": 94}","[5, 6, 8, 7, 9, 10, 11, 15, 14, 16]",0.2598
2018,4,9,1,256,17742,69.3,3,156,4352,0.2453,2178,2174,103,23.24,15.0,2123,872,1113,244,38,0.0278,"{""IC"": 2685, ""S"": 849, ""PVV"": 11, ""PYO"": 61, ""HSM"": 103, ""HDM"": 171, ""AE"": 250, ""MV"": 222}","[5, 6, 7, 8, 9, 10, 11, 12, 30, 28]",0.2336
2018,4,10,2,251,17608,70.15,4,176,3759,0.2135,1876,1883,75,16.62,10.0,2487,668,472,132,22,0.0326,"{""IC"": 2525, ""S"": 902, ""PVV"": 8, ""PYO"": 37, ""HSM"": 54, ""HDM"": 50, ""AE"": 116, ""MV"": 67}","[5, 6, 7, 8, 12, 9, 10, 11, 13, 17]",0.2294
2018,4,11,3,252,17618,69.91,4,186,3461,0.1964,1740,1721,111,16.84,10.0,2287,590,448,136,24,0.0361,"{""IC"": 2140, ""S"": 736, ""PVV"": 17, ""PYO"": 53, ""HSM"": 7, ""HDM"": 109, ""AE"": 354, ""MV"": 45}","[5, 6, 9, 8, 7, 10, 11, 13, 12, 26]",0.2235
2018,4,12,4,254,17622,69.38,4,156,4000,0.227,2001,1999,94,16.28,11.0,2635,795,458,112,26,0.0328,"{""IC"": 2302, ""S"": 1143, ""PVV"": 2, ""PYO"": 82, ""HSM"": 84, ""HDM"": 117, ""AE"": 214, ""MV"": 56}","[5, 7, 6, 8, 10, 9, 11, 12, 14, 13]",0.2295
2018,4,13,5,255,18364,72.02,3,244,3610,0.1966,1803,1807,211,18.98,9.0,2664,541,238,167,22,0.0323,"{""IC"": 2126, ""S"": 758, ""PVV"": 92, ""PYO"": 139, ""HSM"": 54, ""HDM"": 139, ""AE"": 227, ""MV"": 75}","[5, 6, 7, 10, 9, 8, 11, 12, 14, 13]",0.2212
2018,4,14,6,190,14640,77.05,2,40,1621,0.1107,806,815,38,8.98,7.0,1462,135,24,0,9,0.0745,"{""IC"": 946, ""S"": 252, ""PVV"": 17, ""PYO"": 58, ""HSM"": 1, ""HDM"": 13, ""AE"": 334}","[5, 6, 7, 8, 10, 9, 11, 12, 13, 22]",0.2129
2018,4,15,7,201,14938,74.32,0,0,1429,0.0957,713,716,32,7.72,6.0,1286,140,3,0,8,0.0731,"{""IC"": 828, ""S"": 438, ""PVV"": 10, ""PYO"": 40, ""HDM"": 40, ""AE"": 68, ""MUS"": 5}","[5, 6, 7, 8, 9, 17, 11, 10, 18, 12]",0.1836
2018,4,16,1,250,17570,70.28,4,48,2199,0.1252,1099,1100,170,11.77,8.0,1793,265,129,12,18,0.0543,"{""IC"": 1511, ""S"": 365, ""PVV"": 56, ""PYO"": 40, ""HSM"": 65, ""HDM"": 27, ""AE"": 135}","[5, 6, 7, 8, 9, 10, 11, 12, 16, 15]",0.1664
2018,4,17,2,250,17542,70.17,2,30,2472,0.1409,1230,1242,84,11.49,7.0,2092,161,173,46,10,0.0484,"{""IC"": 1697, ""S"": 398, ""PVV"": 10, ""PYO"": 16, ""HSM"": 31, ""HDM"": 46, ""AE"": 274}","[5, 6, 7, 8, 9, 10, 11, 14, 13, 12]",0.1561
2018,4,18,3,250,17554,70.22,0,0,1839,0.1048,925,914,55,8.74,7.0,1636,169,34,0,10,0.0658,"{""IC"": 1297, ""S"": 193, ""PVV"": 61, ""PYO"": 29, ""HSM"": 34, ""HDM"": 26, ""AE"": 184, ""MV"": 15}","[5, 6, 7, 8, 9, 10, 11, 15, 13, 12]",0.143
2018,4,19,4,253,17594,69.54,2,28,1970,0.112,983,987,40,9.53,7.0,1603,354,13,0,9,0.0623,"{""IC"": 1531, ""S"": 184, ""PVV"": 10, ""PYO"": 37, ""HSM"": 4, ""HDM"": 26, ""AE"": 177, ""V"": 1}","[5, 6, 7, 8, 9, 10, 11, 18, 15, 12]",0.1266
2018,4,20,5,268,18542,69.19,13,218,3555,0.1917,1774,1781,165,10.97,8.0,2856,627,50,22,21,0.0415,"{""IC"": 2421, ""S"": 421, ""PVV"": 12, ""PYO"": 173, ""HSM"": 88, ""HDM"": 54, ""AE"": 364, ""MUS"": 22}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.1259
2018,4,21,6,198,14788,74.69,1,32,1871,0.1265,928,943,46,10.07,7.0,1514,304,53,0,12,0.065,"{""IC"": 1368, ""S"": 244, ""PVV"": 5, ""PYO"": 23, ""HSM"": 18, ""HDM"": 32, ""AE"": 83, ""MUS"": 4, ""MV"": 94}","[5, 6, 7, 8, 9, 10, 11, 17, 19, 18]",0.1281
2018,4,22,7,208,14846,71.38,0,0,2391,0.1611,1190,1201,87,14.04,8.0,1909,120,297,65,20,0.0474,"{""IC"": 1466, ""S"": 512, ""PYO"": 11, ""HSM"": 42, ""HDM"": 60, ""AE"": 221, ""MUS"": 19, ""MV"": 60}","[5, 6, 7, 8, 9, 10, 11, 12, 41, 30]",0.1375
2018,4,23,1,256,17290,67.54,0,10,2433,0.1407,1215,1218,95,13.96,8.0,1809,326,236,62,20,0.0421,"{""IC"": 1487, ""PVV"": 11, ""S"": 542, ""HSM"": 28, ""HDM"": 81, ""AE"": 283, ""MUS"": 1}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 31]",0.1397
2018,4,24,2,248,17090,68.91,0,0,2413,0.1412,1206,1207,53,10.12,7.0,2035,320,58,0,13,0.0465,"{""IC"": 1829, ""S"": 233, ""PVV"": 14, ""HSM"": 3, ""HDM"": 46, ""AE"": 288}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 15]",0.1397
2018,4,25,3,251,17388,69.27,0,0,2655,0.1527,1331,1324,66,10.63,8.0,2203,321,126,5,18,0.0518,"{""IC"": 1545, ""S"": 531, ""PVV"": 72, ""PYO"": 55, ""HSM"": 54, ""HDM"": 42, ""AE"": 294, ""MV"": 62}","[5, 6, 8, 7, 9, 10, 13, 12, 11, 15]",0.1466
2018,4,26,4,251,17392,69.29,2,28,1600,0.092,806,794,35,7.79,6.0,1515,32,53,0,12,0.0738,"{""IC"": 1079, ""S"": 173, ""PVV"": 19, ""PYO"": 9, ""HSM"": 15, ""HDM"": 12, ""AE"": 233, ""MV"": 60}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 34]",0.1437
2018,4,27,5,249,17586,70.63,0,0,3322,0.1889,1651,1671,71,13.44,9.0,2430,506,344,42,22,0.0381,"{""IC"": 1857, ""S"": 770, ""PVV"": 69, ""PYO"": 59, ""HSM"": 119, ""HDM"": 93, ""AE"": 355}","[5, 6, 7, 9, 8, 10, 12, 11, 15, 13]",0.1433
2018,4,28,6,193,14744,76.39,0,0,1636,0.111,820,816,49,11.86,9.0,1234,339,63,0,5,0.0598,"{""IC"": 841, ""S"": 97, ""PVV"": 152, ""PYO"": 83, ""HDM"": 17, ""AE"": 182, ""MUS"": 16, ""MV"": 248}","[5, 6, 7, 8, 10, 9, 12, 11, 14, 15]",0.1411
2018,4,29,7,202,14854,73.53,3,42,2134,0.1437,1069,1065,40,9.57,8.0,1895,174,65,0,14,0.052,"{""IC"": 1422, ""S"": 411, ""PVV"": 20, ""PYO"": 61, ""HSM"": 18, ""HDM"": 13, ""AE"": 170, ""MUS"": 19}","[5, 6, 7, 8, 9, 11, 10, 12, 14, 19]",0.1386
2018,4,30,1,251,17264,68.78,1,34,3432,0.1988,1716,1716,164,13.48,10.0,2487,617,320,8,26,0.0462,"{""IC"": 1731, ""S"": 1070, ""PVV"": 116, ""PYO"": 14, ""HSM"": 89, ""HDM"": 49, ""AE"": 288, ""MV"": 75}","[5, 6, 7, 8, 12, 10, 9, 11, 14, 15]",0.1469
2018,5,1,2,224,16056,71.68,3,90,3107,0.1935,1568,1539,86,12.97,8.0,2381,329,367,30,19,0.0369,"{""IC"": 2167, ""S"": 393, ""PVV"": 41, ""PYO"": 15, ""HDM"": 11, ""AE"": 339, ""MUS"": 2, ""MV"": 137, ""V"": 2}","[6, 5, 7, 8, 9, 10, 11, 12, 13, 15]",0.1544
2018,5,2,3,243,17008,69.99,4,136,3074,0.1807,1544,1530,86,13.11,7.0,2645,144,109,176,16,0.0349,"{""IC"": 2257, ""S"": 440, ""PVV"": 41, ""HSM"": 34, ""HDM"": 35, ""AE"": 267}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 14]",0.1584
2018,5,3,4,257,17282,67.25,4,76,2379,0.1377,1192,1187,48,10.45,8.0,1966,313,100,0,16,0.0509,"{""IC"": 1734, ""S"": 268, ""PVV"": 13, ""HSM"": 22, ""HDM"": 15, ""AE"": 195, ""MV"": 132}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 17]",0.1649
2018,5,4,5,257,17566,68.35,1,90,4518,0.2572,2255,2263,79,13.36,9.0,3562,609,179,168,33,0.0338,"{""IC"": 3155, ""S"": 718, ""PVV"": 59, ""HSM"": 18, ""HDM"": 72, ""AE"": 169, ""MUS"": 128, ""MV"": 199}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.1747
2018,5,5,6,197,13438,68.21,0,0,2033,0.1513,1014,1019,66,14.59,8.0,1527,195,262,49,21,0.0422,"{""IC"": 1153, ""S"": 288, ""PVV"": 67, ""HSM"": 9, ""HDM"": 58, ""AE"": 277, ""MUS"": 89, ""MV"": 92}","[5, 6, 7, 9, 8, 11, 10, 13, 12, 14]",0.1804
2018,5,6,7,210,14812,70.53,1,16,3217,0.2172,1609,1608,57,12.28,8.0,2404,554,259,0,25,0.0399,"{""IC"": 2044, ""S"": 735, ""HDM"": 78, ""AE"": 164, ""MUS"": 15, ""MV"": 181}","[5, 6, 7, 8, 9, 10, 11, 12, 19, 18]",0.1909
2018,5,7,1,249,17148,68.87,0,0,3806,0.222,1912,1894,94,14.67,9.0,2770,660,244,132,24,0.0368,"{""S"": 603, ""IC"": 2736, ""PVV"": 65, ""HSM"": 26, ""HDM"": 213, ""AE"": 111, ""MV"": 52}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 15]",0.1942
2018,5,8,2,248,17160,69.19,1,54,2308,0.1345,1163,1145,42,8.22,6.0,2144,122,42,0,12,0.0632,"{""IC"": 1636, ""S"": 358, ""PVV"": 20, ""HSM"": 50, ""HDM"": 31, ""AE"": 207, ""V"": 6}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.1858
2018,5,9,3,250,17114,68.46,0,0,3310,0.1934,1657,1653,42,10.04,8.0,2728,516,66,0,20,0.0422,"{""S"": 419, ""IC"": 2406, ""PVV"": 119, ""HSM"": 96, ""HDM"": 80, ""AE"": 174, ""MUS"": 1, ""MV"": 15}","[5, 6, 7, 8, 9, 10, 11, 12, 23, 21]",0.1876
2018,5,10,4,222,15844,71.37,2,28,2115,0.1335,1067,1048,30,9.19,7.0,1806,304,5,0,8,0.0552,"{""IC"": 1385, ""S"": 357, ""PVV"": 2, ""HSM"": 16, ""HDM"": 51, ""AE"": 183, ""MV"": 121}","[5, 6, 7, 8, 9, 10, 11, 13, 16, 17]",0.187
2018,5,11,5,252,17528,69.56,2,52,3565,0.2034,1777,1788,82,10.79,8.0,2934,528,75,28,28,0.0412,"{""IC"": 2415, ""S"": 606, ""PVV"": 83, ""HSM"": 49, ""HDM"": 175, ""AE"": 178, ""MV"": 37, ""V"": 22}","[5, 6, 7, 9, 8, 10, 11, 12, 13, 17]",0.1793
2018,5,12,6,190,13480,70.95,0,0,2520,0.1869,1268,1252,360,28.2,9.0,1745,443,199,133,11,0.022,"{""IC"": 2014, ""S"": 266, ""PVV"": 16, ""HSM"": 27, ""HDM"": 59, ""AE"": 133, ""MUS"": 5}","[5, 6, 7, 8, 9, 10, 13, 11, 12, 14]",0.1844
2018,5,13,7,201,14636,72.82,2,110,5447,0.3722,2717,2730,160,22.69,12.0,3123,1379,393,552,35,0.0201,"{""IC"": 3755, ""S"": 1088, ""PVV"": 37, ""HSM"": 32, ""HDM"": 114, ""AE"": 421}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 15]",0.2066
2018,5,14,1,252,17270,68.53,1,92,4814,0.2787,2405,2409,79,11.86,9.0,3811,726,255,22,39,0.0332,"{""IC"": 3127, ""S"": 971, ""PVV"": 17, ""HSM"": 83, ""HDM"": 41, ""AE"": 539, ""MV"": 36}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.2147
2018,5,15,2,250,17406,69.62,3,200,2935,0.1686,1476,1459,45,10.31,8.0,2391,487,57,0,14,0.0426,"{""IC"": 2010, ""S"": 596, ""PVV"": 2, ""HSM"": 11, ""HDM"": 34, ""AE"": 206, ""MV"": 76}","[5, 6, 7, 8, 9, 10, 14, 13, 11, 15]",0.2195
2018,5,16,3,256,17420,68.05,2,108,4146,0.238,2074,2072,230,16.85,8.0,3221,593,150,182,26,0.0306,"{""S"": 875, ""IC"": 2679, ""PVV"": 62, ""HSM"": 22, ""HDM"": 75, ""AE"": 284, ""MUS"": 28, ""MV"": 119, ""V"": 2}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 13]",0.2259
2018,5,17,4,254,17422,68.59,3,192,4996,0.2868,2500,2496,262,24.22,11.0,3184,1031,322,459,39,0.0237,"{""IC"": 3354, ""S"": 745, ""PVV"": 67, ""HSM"": 83, ""HDM"": 143, ""AE"": 358, ""MV"": 246}","[5, 6, 7, 8, 11, 9, 12, 10, 14, 13]",0.2478
2018,5,18,5,254,17548,69.09,1,30,4790,0.273,2397,2393,196,31.61,10.0,3002,711,229,848,34,0.0208,"{""IC"": 3285, ""S"": 851, ""PVV"": 75, ""HSM"": 51, ""HDM"": 91, ""AE"": 337, ""MV"": 100}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 14]",0.2577
2018,5,19,6,193,13590,70.41,0,0,2269,0.167,1134,1135,46,11.29,8.0,1767,354,148,0,16,0.0441,"{""IC"": 1662, ""PVV"": 61, ""S"": 258, ""HSM"": 6, ""HDM"": 33, ""P"": 18, ""AE"": 198, ""MUS"": 30, ""V"": 3}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 16]",0.2549
2018,5,20,7,199,14488,72.8,0,0,2335,0.1612,1168,1167,35,8.44,7.0,2072,225,38,0,11,0.0521,"{""IC"": 1647, ""S"": 426, ""PVV"": 8, ""HDM"": 9, ""AE"": 207, ""MV"": 38}","[5, 6, 7, 8, 9, 10, 11, 18, 17, 14]",0.2248
2018,5,21,1,247,17014,68.88,0,2,3686,0.2166,1850,1836,123,18.13,9.0,2755,456,43,432,17,0.034,"{""IC"": 2623, ""S"": 635, ""PVV"": 62, ""HDM"": 102, ""AE"": 264}","[5, 6, 8, 9, 7, 10, 11, 13, 12, 15]",0.2159
2018,5,22,2,247,17134,69.37,0,0,4518,0.2637,2268,2250,43,11.03,9.0,3547,894,77,0,35,0.0343,"{""IC"": 3410, ""S"": 649, ""PVV"": 3, ""HSM"": 132, ""HDM"": 57, ""AE"": 230, ""MV"": 37}","[5, 6, 7, 8, 10, 11, 12, 9, 13, 14]",0.2295
2018,5,23,3,250,17338,69.35,1,88,3440,0.1984,1728,1712,136,12.85,8.0,2918,263,130,129,21,0.0408,"{""IC"": 2176, ""S"": 645, ""PVV"": 25, ""HSM"": 45, ""HDM"": 36, ""AE"": 318, ""MV"": 195}","[5, 6, 7, 9, 8, 10, 11, 12, 14, 13]",0.2238
2018,5,24,4,253,17318,68.45,1,70,3098,0.1789,1546,1552,56,12.65,8.0,2302,539,257,0,18,0.0381,"{""IC"": 1827, ""S"": 543, ""PVV"": 2, ""HSM"": 41, ""HDM"": 33, ""AE"": 437, ""MV"": 215}","[5, 6, 7, 8, 10, 9, 11, 12, 19, 17]",0.2084
2018,5,25,5,255,17852,70.01,3,316,3766,0.211,1885,1881,85,10.84,7.0,3191,450,33,92,17,0.0383,"{""IC"": 2422, ""S"": 834, ""PVV"": 164, ""HSM"": 35, ""HDM"": 51, ""AE"": 221, ""MV"": 39}","[5, 6, 7, 8, 9, 10, 11, 12, 16, 13]",0.1995
2018,5,26,6,201,13742,68.37,1,32,2257,0.1642,1125,1132,54,12.47,9.0,1813,235,209,0,17,0.0446,"{""IC"": 1283, ""S"": 423, ""PVV"": 144, ""HSM"": 37, ""HDM"": 53, ""AE"": 234, ""MUS"": 1, ""MV"": 81, ""V"": 1}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.1991
2018,5,27,7,198,14504,73.25,0,0,2609,0.1799,1301,1308,23,8.3,7.0,2437,172,0,0,12,0.0485,"{""IC"": 1662, ""S"": 463, ""PVV"": 116, ""HSM"": 27, ""HDM"": 15, ""AE"": 326}","[5, 6, 7, 8, 9, 10, 11, 13, 14, 12]",0.2018
2018,5,28,1,249,17074,68.57,0,6,2505,0.1467,1255,1250,42,9.04,7.0,2254,137,114,0,16,0.0558,"{""IC"": 1700, ""S"": 312, ""PVV"": 66, ""HSM"": 9, ""HDM"": 56, ""AE"": 329, ""MV"": 33}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 32]",0.1918
2018,5,29,2,246,17046,69.29,0,0,3020,0.1772,1515,1505,48,10.63,9.0,2530,398,92,0,13,0.0444,"{""IC"": 2008, ""S"": 380, ""PVV"": 79, ""HSM"": 41, ""HDM"": 34, ""AE"": 478}","[5, 6, 7, 12, 10, 9, 8, 11, 14, 13]",0.1795
2018,5,30,3,246,17046,69.29,0,0,2124,0.1246,1072,1052,31,8.17,7.0,1978,139,7,0,12,0.0543,"{""S"": 233, ""IC"": 1547, ""PVV"": 4, ""HSM"": 26, ""HDM"": 37, ""AE"": 277}","[5, 6, 7, 8, 9, 10, 11, 12, 25, 24]",0.1689
2018,5,31,4,249,17186,69.02,2,28,3323,0.1934,1667,1656,95,10.12,8.0,2974,289,6,54,13,0.0416,"{""IC"": 2539, ""S"": 314, ""PVV"": 20, ""HSM"": 6, ""HDM"": 61, ""AE"": 296, ""MV"": 87}","[5, 6, 7, 8, 11, 9, 12, 10, 13, 14]",0.171
2018,6,1,5,256,17754,69.35,0,66,3869,0.2179,1929,1940,89,10.26,8.0,3369,399,74,27,24,0.0419,"{""IC"": 2738, ""S"": 645, ""PVV"": 15, ""HSM"": 69, ""HDM"": 93, ""AE"": 175, ""MV"": 134}","[5, 6, 7, 8, 9, 12, 13, 10, 11, 15]",0.172
2018,6,2,6,188,13944,74.17,3,504,1876,0.1345,931,945,36,8.65,7.0,1670,174,32,0,5,0.0534,"{""IC"": 1362, ""PVV"": 17, ""S"": 168, ""HSM"": 4, ""HDM"": 36, ""AE"": 214, ""MV"": 75}","[5, 6, 7, 10, 8, 9, 11, 15, 17, 14]",0.1677
2018,6,3,7,195,14562,74.68,2,28,3367,0.2312,1680,1687,46,10.81,9.0,2605,728,34,0,19,0.0372,"{""IC"": 2188, ""S"": 622, ""PVV"": 39, ""HSM"": 22, ""HDM"": 60, ""AE"": 360, ""MUS"": 34, ""MV"": 42}","[5, 6, 7, 9, 10, 8, 11, 12, 13, 19]",0.1751
2018,6,4,1,254,16750,65.94,3,314,7206,0.4302,3608,3598,314,44.06,13.0,3807,1227,756,1416,39,0.0167,"{""IC"": 5149, ""S"": 1334, ""PVV"": 118, ""HSM"": 119, ""HDM"": 125, ""AE"": 231, ""MUS"": 84, ""MV"": 46}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 23]",0.2156
2018,6,5,2,247,16670,67.49,0,110,6063,0.3637,3039,3024,64,11.91,9.0,4740,900,395,28,27,0.0255,"{""IC"": 4462, ""S"": 931, ""PVV"": 67, ""HSM"": 74, ""HDM"": 83, ""AE"": 346, ""MV"": 100}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.2422
2018,6,6,3,251,16990,67.69,0,24,5111,0.3008,2552,2559,142,14.17,9.0,3891,820,216,184,31,0.0265,"{""IC"": 3492, ""S"": 908, ""PVV"": 116, ""HSM"": 65, ""HDM"": 57, ""AE"": 298, ""MV"": 175}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.2674
2018,6,7,4,258,16974,65.79,2,78,6234,0.3673,3122,3112,137,15.82,10.0,4337,1203,390,304,43,0.0262,"{""IC"": 4777, ""S"": 819, ""PVV"": 106, ""HSM"": 1, ""HDM"": 64, ""AE"": 243, ""MV"": 224}","[6, 5, 7, 8, 9, 10, 11, 14, 13, 12]",0.2922
2018,6,8,5,258,17590,68.18,0,48,5299,0.3013,2639,2660,73,13.52,10.0,3835,1056,337,71,40,0.0262,"{""IC"": 3555, ""S"": 1055, ""PVV"": 108, ""HSM"": 85, ""HDM"": 176, ""AE"": 179, ""MV"": 100, ""V"": 41}","[5, 6, 7, 8, 11, 9, 12, 10, 13, 14]",0.3041
2018,6,9,6,193,13994,72.51,1,548,3222,0.2302,1604,1618,358,18.91,10.0,2171,627,260,164,21,0.033,"{""S"": 568, ""IC"": 2294, ""PVV"": 65, ""HSM"": 18, ""HDM"": 50, ""AE"": 168, ""MUS"": 38, ""MV"": 21}","[5, 6, 8, 7, 9, 10, 11, 12, 14, 15]",0.3178
