year,month,day_of_month,day_of_week,total_trains_on_route,total_schedules_by_day,avg_stops_per_train,cancelled_trains_by_day,cancelled_stops_by_day,delay_count_by_day,delay_rate,delay_count_arrivals,delay_count_departures,max_delay_minutes,avg_delay_minutes,median_delay_minutes,delays_5_15min,delays_15_30min,delays_30_60min,delays_over_60min,first_stop_delay_count,delay_propagation_ratio,delay_count_by_train_type,top_10_common_delays,rolling_delay_rate_7d
2019,8,28,3,260,18088,69.57,1,16,2751,0.1521,1376,1375,49,8.41,6.0,2464,262,25,0,12,0.0467,"{""IC"": 1904, ""S"": 396, ""PVV"": 67, ""PYO"": 82, ""HSM"": 6, ""HDM"": 18, ""AE"": 237, ""MV"": 41}","[5, 6, 7, 8, 9, 10, 11, 12, 16, 15]",0.2058
2019,8,29,4,261,18294,70.09,3,12,2602,0.1422,1302,1300,45,9.18,7.0,2340,161,101,0,9,0.0485,"{""IC"": 1860, ""S"": 331, ""PVV"": 40, ""PYO"": 91, ""HSM"": 54, ""HDM"": 28, ""AE"": 195, ""MUS"": 3}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 20]",0.1974
2019,8,30,5,268,18934,70.65,0,4,3922,0.2071,1961,1961,88,13.52,9.0,2689,877,344,12,26,0.0362,"{""IC"": 2734, ""S"": 638, ""PVV"": 22, ""PYO"": 45, ""HSM"": 35, ""HDM"": 49, ""AE"": 291, ""MV"": 78, ""V"": 30}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 21]",0.1752
2019,8,31,6,207,15444,74.61,0,0,1995,0.1292,993,1002,195,17.71,8.0,1476,310,105,104,11,0.0448,"{""IC"": 1365, ""S"": 229, ""PVV"": 7, ""PYO"": 162, ""HDM"": 29, ""AE"": 143, ""MV"": 60}","[5, 6, 7, 9, 8, 10, 14, 15, 11, 13]",0.1758
2019,9,1,7,207,15446,74.62,0,0,3380,0.2188,1685,1695,97,16.71,8.0,2636,171,342,231,15,0.0277,"{""IC"": 2198, ""S"": 556, ""PVV"": 69, ""PYO"": 16, ""HSM"": 12, ""HDM"": 19, ""AE"": 407, ""MUS"": 13, ""MV"": 90}","[5, 6, 7, 8, 9, 11, 12, 10, 13, 39]",0.1678
2019,9,2,1,258,18460,71.55,0,0,2615,0.1417,1307,1308,50,8.24,7.0,2465,146,4,0,10,0.05,"{""IC"": 1818, ""S"": 511, ""PVV"": 114, ""PYO"": 55, ""HDM"": 26, ""AE"": 91}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.1656
2019,9,3,2,257,18492,71.95,0,0,2699,0.146,1356,1343,91,16.33,10.0,1646,619,377,57,14,0.0388,"{""IC"": 1689, ""S"": 634, ""PVV"": 1, ""PYO"": 38, ""HSM"": 7, ""HDM"": 107, ""AE"": 223}","[5, 6, 7, 8, 9, 10, 13, 40, 12, 27]",0.1624
2019,9,4,3,262,18664,71.24,3,142,2819,0.151,1418,1401,180,11.1,7.0,2585,98,101,35,11,0.0481,"{""IC"": 2035, ""S"": 488, ""PVV"": 56, ""PYO"": 4, ""HDM"": 82, ""AE"": 154}","[5, 6, 7, 8, 9, 10, 13, 11, 12, 14]",0.1623
2019,9,5,4,272,19432,71.44,6,156,3158,0.1625,1585,1573,84,16.87,10.0,1956,782,252,168,24,0.0354,"{""IC"": 2209, ""S"": 483, ""PVV"": 10, ""PYO"": 38, ""HSM"": 7, ""HDM"": 69, ""AE"": 72, ""MV"": 270}","[5, 6, 7, 9, 8, 10, 11, 14, 19, 12]",0.1652
2019,9,6,5,266,19036,71.56,1,14,3051,0.1603,1523,1528,111,14.39,9.0,2189,639,124,99,13,0.0366,"{""IC"": 2407, ""S"": 380, ""PVV"": 74, ""PYO"": 50, ""HSM"": 7, ""HDM"": 39, ""AE"": 91, ""V"": 3}","[5, 6, 8, 9, 7, 11, 12, 10, 16, 13]",0.1585
2019,9,7,6,208,15376,73.92,0,4,2166,0.1409,1075,1091,79,16.96,10.0,1401,425,269,71,15,0.0374,"{""S"": 33, ""IC"": 1853, ""PVV"": 21, ""PYO"": 38, ""HSM"": 4, ""HDM"": 22, ""AE"": 151, ""MV"": 44}","[5, 6, 7, 8, 11, 15, 9, 13, 12, 16]",0.1602
2019,9,8,7,211,15386,72.92,0,0,1563,0.1016,781,782,30,8.52,7.0,1427,132,4,0,12,0.0614,"{""IC"": 1076, ""S"": 315, ""PYO"": 4, ""HSM"": 1, ""HDM"": 6, ""AE"": 102, ""MV"": 24, ""V"": 35}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 18]",0.1434
2019,9,9,1,261,18662,71.5,1,18,3184,0.1706,1590,1594,89,8.75,7.0,2902,247,5,30,22,0.0476,"{""IC"": 2433, ""S"": 373, ""PVV"": 45, ""PYO"": 30, ""HSM"": 28, ""HDM"": 141, ""AE"": 134}","[5, 6, 7, 8, 9, 10, 11, 17, 14, 13]",0.1476
2019,9,10,2,257,18492,71.95,5,64,3741,0.2023,1876,1865,78,13.58,9.0,2672,755,296,18,20,0.0339,"{""IC"": 2833, ""S"": 595, ""PVV"": 14, ""PYO"": 53, ""HSM"": 18, ""HDM"": 106, ""AE"": 122}","[5, 6, 8, 7, 9, 10, 11, 16, 12, 13]",0.1556
2019,9,11,3,267,18826,70.51,1,44,2967,0.1576,1487,1480,38,9.1,7.0,2625,288,54,0,14,0.0487,"{""IC"": 1779, ""S"": 719, ""PVV"": 63, ""PYO"": 48, ""HSM"": 37, ""HDM"": 64, ""AE"": 192, ""MV"": 65}","[5, 6, 7, 8, 9, 10, 12, 11, 18, 13]",0.1565
2019,9,12,4,258,18754,72.69,0,0,3874,0.2066,1941,1933,32,10.44,8.0,3085,738,51,0,23,0.0403,"{""IC"": 2886, ""S"": 769, ""PYO"": 38, ""HDM"": 112, ""AE"": 69}","[5, 6, 7, 8, 9, 10, 14, 13, 11, 12]",0.1628
2019,9,13,5,265,18870,71.21,3,50,2792,0.148,1393,1399,123,10.61,7.0,2419,318,11,44,18,0.0496,"{""IC"": 1975, ""S"": 495, ""PVV"": 50, ""PYO"": 76, ""HSM"": 36, ""HDM"": 89, ""AE"": 27, ""MUS"": 44}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 15]",0.1611
2019,9,14,6,207,14840,71.69,0,0,1417,0.0955,714,703,79,13.03,8.0,1031,265,117,4,7,0.0615,"{""IC"": 1141, ""PVV"": 1, ""S"": 89, ""PYO"": 61, ""HDM"": 36, ""AE"": 63, ""MUS"": 16, ""MV"": 10}","[5, 6, 7, 8, 9, 10, 11, 12, 15, 19]",0.1546
2019,9,15,7,211,14892,70.58,0,0,3084,0.2071,1539,1545,40,9.95,8.0,2673,263,148,0,21,0.0342,"{""IC"": 1804, ""S"": 690, ""PYO"": 24, ""HSM"": 5, ""HDM"": 94, ""AE"": 384, ""MUS"": 23, ""MV"": 60}","[5, 7, 6, 8, 9, 10, 11, 12, 13, 14]",0.1697
2019,9,16,1,258,17662,68.46,4,160,2537,0.1436,1273,1264,67,11.42,8.0,1976,465,89,7,14,0.0423,"{""IC"": 1528, ""S"": 733, ""HSM"": 35, ""HDM"": 40, ""AE"": 73, ""MV"": 128}","[5, 6, 7, 8, 9, 10, 12, 11, 13, 14]",0.1658
2019,9,17,2,252,17448,69.24,0,26,3121,0.1789,1575,1546,96,13.06,8.0,2517,450,28,126,12,0.0318,"{""IC"": 2159, ""S"": 651, ""PVV"": 2, ""HSM"": 20, ""HDM"": 103, ""AE"": 161, ""MV"": 25}","[5, 6, 7, 8, 9, 10, 11, 14, 13, 12]",0.1625
2019,9,18,3,264,18186,68.89,4,80,4016,0.2208,2014,2002,108,16.68,10.0,2732,707,393,184,24,0.0299,"{""IC"": 2473, ""S"": 960, ""PYO"": 70, ""HSM"": 2, ""HDM"": 50, ""AE"": 182, ""MV"": 279}","[5, 6, 7, 9, 8, 10, 11, 14, 15, 13]",0.1715
2019,9,19,4,260,18562,71.39,0,0,2302,0.124,1154,1148,29,8.92,7.0,1962,340,0,0,13,0.0563,"{""IC"": 1763, ""S"": 266, ""PYO"": 38, ""HSM"": 6, ""HDM"": 104, ""AE"": 97, ""MV"": 28}","[5, 6, 7, 8, 9, 10, 13, 11, 16, 12]",0.1597
2019,9,20,5,267,18940,70.94,2,64,2941,0.1553,1471,1470,175,9.68,7.0,2595,213,130,3,17,0.0464,"{""IC"": 2418, ""S"": 180, ""PVV"": 3, ""PYO"": 52, ""HSM"": 55, ""HDM"": 76, ""AE"": 129, ""MV"": 28}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 14]",0.1607
2019,9,21,6,205,15358,74.92,0,0,2353,0.1532,1182,1171,68,14.97,9.0,1670,446,141,96,11,0.0413,"{""IC"": 1819, ""S"": 89, ""PYO"": 20, ""HDM"": 24, ""AE"": 185, ""MV"": 216}","[5, 6, 7, 8, 10, 13, 9, 14, 12, 11]",0.169
2019,9,22,7,202,14956,74.04,0,0,3692,0.2469,1845,1847,72,14.91,9.0,2533,805,139,215,17,0.0267,"{""IC"": 2125, ""S"": 892, ""PVV"": 93, ""PYO"": 53, ""HDM"": 112, ""AE"": 417}","[5, 6, 7, 8, 9, 12, 11, 13, 10, 17]",0.1747
2019,9,23,1,263,18556,70.56,2,258,3958,0.2133,1982,1976,138,17.84,10.0,2540,870,301,247,24,0.0283,"{""IC"": 2609, ""S"": 985, ""PVV"": 23, ""PYO"": 11, ""HSM"": 44, ""HDM"": 57, ""AE"": 229}","[5, 6, 7, 10, 8, 9, 11, 16, 12, 15]",0.1846
2019,9,24,2,261,18640,71.42,0,204,4054,0.2175,2031,2023,102,19.58,11.0,2389,587,887,191,28,0.0294,"{""IC"": 2793, ""S"": 724, ""PVV"": 53, ""PYO"": 10, ""HSM"": 31, ""HDM"": 96, ""AE"": 301, ""MV"": 46}","[5, 7, 6, 8, 9, 11, 10, 31, 12, 33]",0.1901
2019,9,25,3,262,18634,71.12,3,112,3980,0.2136,1992,1988,79,12.73,9.0,3244,439,187,110,13,0.0318,"{""IC"": 2800, ""S"": 837, ""PVV"": 49, ""PYO"": 45, ""HSM"": 24, ""HDM"": 42, ""AE"": 123, ""MV"": 60}","[5, 6, 7, 8, 10, 9, 11, 12, 14, 13]",0.1891
2019,9,26,4,261,18898,72.41,2,58,1832,0.0969,914,918,49,9.24,7.0,1603,201,28,0,12,0.0622,"{""IC"": 1351, ""S"": 259, ""PVV"": 3, ""PYO"": 128, ""HDM"": 41, ""AE"": 50}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.1852
2019,9,27,5,273,19166,70.21,1,126,5856,0.3055,2932,2924,174,20.19,12.0,3312,1531,616,397,37,0.0229,"{""IC"": 4062, ""S"": 1143, ""PVV"": 18, ""PYO"": 250, ""HSM"": 69, ""HDM"": 106, ""AE"": 153, ""MUS"": 32, ""MV"": 23}","[5, 6, 7, 8, 10, 9, 11, 12, 18, 14]",0.2067
2019,9,28,6,215,15276,71.05,0,14,2078,0.136,1037,1041,47,10.49,8.0,1650,360,68,0,17,0.0531,"{""IC"": 1580, ""S"": 360, ""PYO"": 73, ""HDM"": 24, ""AE"": 4, ""MUS"": 5, ""MV"": 32}","[5, 6, 7, 8, 9, 10, 11, 17, 18, 15]",0.2042
2019,9,29,7,212,15286,72.1,0,0,3128,0.2046,1578,1550,43,10.11,7.0,2600,414,114,0,18,0.041,"{""IC"": 2220, ""S"": 458, ""PVV"": 13, ""PYO"": 63, ""HSM"": 10, ""HDM"": 53, ""AE"": 174, ""MUS"": 21, ""MV"": 116}","[5, 6, 7, 8, 9, 10, 14, 15, 12, 13]",0.1982
2019,9,30,1,262,18580,70.92,3,112,5057,0.2722,2536,2521,101,15.03,9.0,3731,863,272,191,23,0.027,"{""IC"": 3605, ""S"": 842, ""PVV"": 126, ""PYO"": 64, ""HSM"": 53, ""HDM"": 108, ""AE"": 231, ""MV"": 28}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.2066
2019,10,1,2,259,18630,71.93,0,0,5065,0.2719,2550,2515,91,14.1,9.0,3566,1074,279,146,26,0.0318,"{""IC"": 3880, ""S"": 791, ""PVV"": 104, ""PYO"": 7, ""HSM"": 35, ""HDM"": 79, ""AE"": 86, ""MV"": 83}","[5, 6, 7, 8, 9, 10, 13, 11, 12, 15]",0.2144
2019,10,2,3,264,18604,70.47,3,64,5181,0.2785,2604,2577,275,22.38,10.0,3302,1134,373,372,26,0.0223,"{""IC"": 3714, ""S"": 1059, ""PVV"": 3, ""PYO"": 142, ""HSM"": 22, ""HDM"": 136, ""AE"": 103, ""MV"": 2}","[5, 6, 7, 9, 8, 10, 11, 12, 14, 13]",0.2237
2019,10,3,4,262,18904,72.15,1,36,5620,0.2973,2818,2802,154,14.4,8.0,4120,1035,309,156,36,0.0283,"{""IC"": 4016, ""S"": 1125, ""PVV"": 1, ""PYO"": 25, ""HSM"": 5, ""HDM"": 161, ""AE"": 77, ""MV"": 210}","[5, 6, 7, 8, 10, 9, 11, 16, 15, 17]",0.2523
2019,10,4,5,263,18650,70.91,1,36,4747,0.2545,2377,2370,70,13.13,8.0,3478,892,251,126,27,0.0264,"{""IC"": 3548, ""S"": 656, ""PVV"": 4, ""PYO"": 38, ""HSM"": 18, ""HDM"": 127, ""AE"": 354, ""MV"": 2}","[5, 7, 6, 8, 9, 10, 11, 12, 15, 16]",0.245
2019,10,5,6,215,15168,70.55,4,22,2863,0.1888,1441,1422,81,11.29,8.0,2264,429,169,1,15,0.0426,"{""IC"": 2037, ""S"": 535, ""PYO"": 86, ""HDM"": 44, ""AE"": 113, ""MUS"": 46, ""MV"": 2}","[5, 6, 7, 8, 9, 11, 10, 14, 12, 13]",0.2525
2019,10,6,7,214,15154,70.81,4,62,4445,0.2933,2217,2228,120,15.6,10.0,2980,967,298,200,24,0.0247,"{""IC"": 2939, ""S"": 1015, ""PVV"": 10, ""PYO"": 84, ""HDM"": 90, ""AE"": 130, ""MV"": 169, ""V"": 8}","[5, 6, 7, 9, 8, 10, 11, 15, 17, 12]",0.2652
2019,10,7,1,266,18738,70.44,2,86,2715,0.1449,1362,1353,110,18.55,9.0,1836,565,92,222,15,0.035,"{""IC"": 2236, ""S"": 266, ""PVV"": 2, ""PYO"": 49, ""HSM"": 23, ""HDM"": 102, ""AE"": 4, ""MV"": 24, ""V"": 9}","[5, 6, 7, 8, 9, 15, 10, 16, 13, 11]",0.247
2019,10,8,2,262,18646,71.17,1,50,2834,0.152,1417,1417,101,11.54,8.0,2213,487,117,17,17,0.0468,"{""IC"": 2378, ""S"": 190, ""PVV"": 26, ""PYO"": 19, ""HSM"": 5, ""HDM"": 111, ""AE"": 91, ""MV"": 14}","[5, 6, 7, 8, 9, 10, 11, 15, 12, 14]",0.2299
2019,10,9,3,263,18728,71.21,9,158,2815,0.1503,1415,1400,124,15.52,8.0,2147,389,104,175,10,0.0358,"{""IC"": 2124, ""S"": 304, ""PVV"": 77, ""PYO"": 57, ""HSM"": 1, ""HDM"": 87, ""AE"": 115, ""MV"": 50}","[5, 6, 7, 9, 8, 10, 11, 14, 15, 12]",0.2116
2019,10,10,4,259,18662,72.05,0,0,3165,0.1696,1579,1586,132,11.25,8.0,2614,425,98,28,15,0.0421,"{""IC"": 2374, ""S"": 570, ""PVV"": 44, ""PYO"": 42, ""HSM"": 1, ""HDM"": 25, ""AE"": 4, ""MV"": 105}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.1933
2019,10,11,5,266,18760,70.53,0,146,5331,0.2842,2665,2666,65,12.3,8.0,3945,956,420,10,30,0.0281,"{""IC"": 3943, ""S"": 897, ""PYO"": 44, ""HSM"": 19, ""HDM"": 118, ""AE"": 128, ""MV"": 182}","[5, 6, 7, 8, 9, 10, 11, 12, 18, 15]",0.1976
2019,10,12,6,203,15126,74.51,1,24,2906,0.1921,1456,1450,50,14.8,9.0,1920,605,381,0,14,0.0316,"{""IC"": 2404, ""S"": 403, ""PYO"": 47, ""HDM"": 40, ""AE"": 9, ""MUS"": 3}","[5, 6, 7, 8, 9, 10, 11, 12, 15, 28]",0.1981
2019,10,13,7,205,15232,74.3,0,0,4345,0.2853,2178,2167,47,10.14,8.0,3663,577,105,0,18,0.0322,"{""IC"": 3013, ""S"": 723, ""PVV"": 30, ""PYO"": 27, ""HDM"": 156, ""AE"": 320, ""MV"": 76}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.1969
2019,10,14,1,263,18568,70.6,0,0,4422,0.2382,2220,2202,94,12.98,8.0,3469,724,45,184,20,0.032,"{""IC"": 3359, ""S"": 620, ""PVV"": 3, ""PYO"": 29, ""HSM"": 7, ""HDM"": 91, ""AE"": 304, ""MV"": 9}","[5, 6, 7, 8, 9, 10, 12, 13, 11, 17]",0.2102
2019,10,15,2,261,18726,71.75,0,66,3099,0.1655,1556,1543,61,11.43,8.0,2541,322,235,1,16,0.043,"{""IC"": 2379, ""S"": 426, ""PYO"": 17, ""HSM"": 11, ""HDM"": 95, ""AE"": 114, ""MV"": 57}","[5, 6, 7, 8, 9, 10, 12, 11, 14, 16]",0.2122
2019,10,16,3,262,18614,71.05,3,52,6249,0.3357,3128,3121,163,13.85,9.0,4152,1723,286,88,35,0.0243,"{""IC"": 4655, ""S"": 1183, ""PVV"": 26, ""PYO"": 31, ""HSM"": 11, ""HDM"": 120, ""AE"": 195, ""MV"": 28}","[5, 6, 7, 8, 9, 10, 16, 15, 18, 17]",0.2387
2019,10,17,4,269,19208,71.41,1,154,6269,0.3264,3143,3126,94,14.94,10.0,4535,992,525,217,39,0.0251,"{""IC"": 4366, ""S"": 1075, ""PVV"": 10, ""PYO"": 27, ""HDM"": 115, ""AE"": 248, ""MV"": 416, ""V"": 12}","[5, 6, 7, 9, 10, 12, 11, 8, 13, 16]",0.2611
2019,10,18,5,265,18698,70.56,2,28,6040,0.323,3019,3021,97,16.69,9.0,4169,1036,423,412,25,0.0234,"{""IC"": 3978, ""S"": 1429, ""PVV"": 26, ""PYO"": 68, ""HSM"": 10, ""HDM"": 93, ""AE"": 436}","[5, 6, 7, 8, 9, 10, 13, 14, 15, 11]",0.2666
2019,10,19,6,204,15210,74.56,0,0,4290,0.2821,2153,2137,63,12.28,8.0,3208,828,239,15,15,0.0268,"{""IC"": 3466, ""S"": 426, ""PVV"": 1, ""PYO"": 224, ""HDM"": 92, ""AE"": 53, ""MV"": 28}","[5, 6, 7, 8, 9, 10, 13, 12, 14, 11]",0.2795
2019,10,20,7,202,15084,74.67,0,0,4307,0.2855,2153,2154,129,15.33,9.0,3069,820,327,91,19,0.0262,"{""IC"": 3259, ""S"": 903, ""PVV"": 7, ""PYO"": 21, ""HSM"": 2, ""HDM"": 80, ""AE"": 35}","[5, 6, 9, 8, 7, 10, 11, 14, 13, 20]",0.2795
2019,10,21,1,261,18620,71.34,1,36,3908,0.2099,1959,1949,119,9.99,7.0,3459,356,57,36,18,0.0392,"{""IC"": 3043, ""S"": 584, ""PVV"": 58, ""PYO"": 51, ""HSM"": 26, ""HDM"": 57, ""AE"": 83, ""MV"": 6}","[5, 6, 7, 8, 9, 10, 11, 12, 20, 18]",0.2754
2019,10,22,2,266,18824,70.77,2,274,5136,0.2728,2570,2566,712,63.73,9.0,3362,680,210,884,19,0.014,"{""IC"": 3939, ""S"": 695, ""PVV"": 38, ""PYO"": 134, ""HSM"": 4, ""HDM"": 39, ""AE"": 157, ""MV"": 130}","[5, 6, 7, 8, 9, 10, 16, 15, 13, 12]",0.2908
2019,10,23,3,266,18888,71.01,6,240,5965,0.3158,2989,2976,135,22.26,14.0,3081,1420,1107,357,28,0.0203,"{""IC"": 4110, ""S"": 1430, ""PVV"": 48, ""PYO"": 64, ""HSM"": 1, ""HDM"": 168, ""AE"": 6, ""MV"": 138}","[5, 6, 7, 8, 9, 30, 11, 10, 12, 29]",0.2879
2019,10,24,4,260,18726,72.02,6,132,5370,0.2868,2700,2670,465,14.76,10.0,3729,1155,425,61,27,0.0322,"{""IC"": 3569, ""S"": 809, ""PVV"": 98, ""PYO"": 17, ""HSM"": 122, ""HDM"": 101, ""AE"": 446, ""MV"": 208}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 16]",0.2823
2019,10,25,5,261,18578,71.18,4,80,7942,0.4275,3981,3961,169,11.75,9.0,6359,1342,182,59,38,0.0219,"{""IC"": 5809, ""S"": 1246, ""PVV"": 100, ""PYO"": 122, ""HSM"": 89, ""HDM"": 126, ""AE"": 450}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.2972
2019,10,26,6,207,15196,73.41,1,20,3542,0.2331,1772,1770,169,23.7,9.0,2364,410,219,549,16,0.0258,"{""IC"": 2656, ""S"": 324, ""PVV"": 1, ""PYO"": 184, ""HDM"": 109, ""AE"": 262, ""MV"": 6}","[5, 6, 7, 8, 12, 11, 9, 13, 17, 61]",0.2902
2019,10,27,7,207,15170,73.29,0,40,4666,0.3076,2336,2330,71,17.05,10.0,2923,860,705,178,26,0.0261,"{""IC"": 3306, ""S"": 849, ""PVV"": 59, ""PYO"": 40, ""HSM"": 21, ""HDM"": 156, ""AE"": 226, ""MV"": 9}","[5, 6, 7, 8, 11, 9, 10, 12, 19, 18]",0.2934
2019,10,28,1,263,18564,70.59,1,90,3626,0.1953,1816,1810,49,12.32,9.0,2833,492,301,0,21,0.0371,"{""IC"": 2549, ""S"": 738, ""PYO"": 5, ""HDM"": 61, ""AE"": 125, ""MV"": 148}","[5, 6, 8, 9, 7, 10, 12, 11, 13, 15]",0.2913
2019,10,29,2,274,18722,68.33,1,168,4833,0.2581,2414,2419,251,26.33,10.0,3167,701,494,471,45,0.0281,"{""IC"": 3470, ""S"": 665, ""PVV"": 13, ""PYO"": 28, ""HSM"": 8, ""HDM"": 138, ""AE"": 459, ""MV"": 46, ""V"": 6}","[5, 6, 7, 9, 8, 10, 11, 13, 12, 14]",0.2892
2019,10,30,3,266,18592,69.89,4,144,4271,0.2297,2141,2130,140,14.6,8.0,3426,469,165,211,22,0.031,"{""IC"": 2660, ""S"": 876, ""PVV"": 97, ""PYO"": 27, ""HSM"": 12, ""HDM"": 97, ""AE"": 418, ""MV"": 84}","[5, 6, 7, 10, 8, 9, 12, 11, 13, 14]",0.2769
2019,10,31,4,267,18816,70.47,0,0,3448,0.1832,1733,1715,163,11.19,7.0,2886,332,204,26,15,0.0381,"{""IC"": 2463, ""S"": 713, ""PVV"": 23, ""PYO"": 19, ""HSM"": 28, ""HDM"": 31, ""AE"": 96, ""MV"": 75}","[5, 6, 7, 8, 9, 10, 11, 13, 32, 20]",0.2621
2019,11,1,5,262,18614,71.05,0,0,4577,0.2459,2286,2291,37,8.76,7.0,4051,520,6,0,16,0.0334,"{""IC"": 3388, ""PVV"": 1, ""S"": 678, ""PYO"": 42, ""HSM"": 36, ""HDM"": 64, ""AE"": 368}","[5, 7, 6, 8, 9, 10, 11, 13, 12, 14]",0.2361
2019,11,2,6,202,15122,74.86,0,0,3766,0.249,1878,1888,64,14.88,10.0,2552,689,512,13,17,0.0272,"{""IC"": 3009, ""S"": 242, ""PVV"": 64, ""PYO"": 59, ""HDM"": 29, ""AE"": 335, ""MV"": 28}","[5, 6, 7, 8, 13, 12, 9, 15, 10, 14]",0.2384
2019,11,3,7,206,15056,73.09,0,0,3477,0.2309,1740,1737,66,10.02,8.0,3164,180,71,62,13,0.0308,"{""IC"": 2353, ""S"": 689, ""PYO"": 78, ""HSM"": 7, ""HDM"": 50, ""AE"": 300}","[5, 6, 7, 8, 10, 9, 11, 12, 13, 14]",0.2274
2019,11,4,1,265,18566,70.06,2,54,3331,0.1794,1669,1662,83,17.05,8.0,2172,601,386,172,16,0.027,"{""IC"": 2430, ""S"": 503, ""PVV"": 46, ""PYO"": 87, ""HSM"": 11, ""HDM"": 64, ""AE"": 132, ""MV"": 58}","[5, 6, 7, 8, 9, 10, 11, 12, 16, 18]",0.2252
2019,11,5,2,261,18494,70.86,0,0,3767,0.2037,1883,1884,53,14.01,10.0,2357,1076,334,0,15,0.0332,"{""IC"": 2682, ""S"": 680, ""PVV"": 60, ""PYO"": 45, ""HSM"": 3, ""HDM"": 77, ""AE"": 210, ""MV"": 10}","[5, 6, 7, 9, 8, 10, 19, 20, 14, 21]",0.2174
2019,11,6,3,266,18654,70.13,5,222,4081,0.2188,2046,2035,109,12.8,8.0,3378,420,167,116,17,0.0316,"{""IC"": 2975, ""S"": 903, ""PYO"": 28, ""HSM"": 23, ""HDM"": 71, ""AE"": 78, ""MV"": 3}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.2158
2019,11,7,4,274,18992,69.31,2,70,4360,0.2296,2176,2184,64,12.15,9.0,3414,599,340,7,21,0.0281,"{""IC"": 2866, ""S"": 907, ""PVV"": 37, ""PYO"": 81, ""HSM"": 28, ""HDM"": 53, ""AE"": 149, ""MV"": 239}","[5, 6, 7, 8, 10, 11, 9, 12, 13, 16]",0.2225
2019,11,8,5,265,18706,70.59,0,0,4909,0.2624,2453,2456,58,12.72,10.0,3766,822,321,0,23,0.0272,"{""IC"": 3575, ""S"": 993, ""PVV"": 6, ""PYO"": 24, ""HSM"": 5, ""HDM"": 50, ""AE"": 171, ""MV"": 85}","[5, 6, 7, 10, 11, 9, 8, 13, 12, 14]",0.2248
2019,11,9,6,202,15098,74.74,0,0,2953,0.1956,1475,1478,71,11.55,7.0,2227,524,186,16,17,0.0389,"{""IC"": 2465, ""S"": 286, ""PYO"": 13, ""HSM"": 12, ""HDM"": 51, ""AE"": 124, ""V"": 2}","[5, 6, 7, 8, 9, 10, 11, 24, 33, 20]",0.2172
2019,11,10,7,202,15084,74.67,0,0,4237,0.2809,2127,2110,123,14.48,9.0,3063,858,218,98,24,0.0267,"{""IC"": 3265, ""S"": 708, ""PYO"": 20, ""HDM"": 82, ""AE"": 162}","[5, 6, 7, 8, 9, 13, 11, 12, 10, 14]",0.2243
2019,11,11,1,258,18376,71.22,1,62,4355,0.237,2169,2186,117,12.82,9.0,3357,716,215,67,28,0.029,"{""IC"": 3136, ""S"": 904, ""PVV"": 42, ""PYO"": 55, ""HSM"": 15, ""HDM"": 113, ""AE"": 90}","[5, 6, 7, 8, 11, 9, 10, 12, 13, 14]",0.2326
2019,11,12,2,258,18444,71.49,0,0,3228,0.175,1629,1599,25,8.83,7.0,2871,357,0,0,11,0.0391,"{""IC"": 2284, ""S"": 669, ""PVV"": 1, ""PYO"": 29, ""HSM"": 37, ""HDM"": 28, ""AE"": 179, ""MV"": 1}","[5, 6, 7, 8, 9, 10, 12, 11, 13, 18]",0.2285
2019,11,13,3,266,18692,70.27,6,120,4150,0.222,2081,2069,54,12.06,9.0,3101,787,262,0,20,0.0326,"{""IC"": 3038, ""PVV"": 34, ""S"": 709, ""PYO"": 40, ""HSM"": 1, ""HDM"": 62, ""AE"": 137, ""MV"": 129}","[5, 6, 7, 9, 8, 10, 12, 13, 11, 14]",0.2289
2019,11,14,4,272,19114,70.27,0,0,4986,0.2609,2486,2500,117,13.93,9.0,3713,762,410,101,29,0.0289,"{""IC"": 3393, ""S"": 835, ""PVV"": 34, ""PYO"": 31, ""HSM"": 2, ""HDM"": 77, ""AE"": 172, ""MV"": 442}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 13]",0.2334
2019,11,15,5,266,18498,69.54,1,68,4193,0.2267,2099,2094,91,14.71,9.0,3139,648,218,188,23,0.0308,"{""IC"": 3145, ""S"": 508, ""PVV"": 41, ""HSM"": 18, ""HDM"": 85, ""AE"": 159, ""MV"": 237}","[5, 6, 7, 9, 8, 10, 11, 12, 13, 18]",0.2283
